Código Projeto,Setor,Valor Orçado,Valor Negociado,Desconto Concedido,Data Ativação Lead,Data Início,Data Termino,Cod Responsavel,Status
PA-0915,Marketing,R$ 19100.00,R$ 17200.00,R$ 1900.00,16.4.2017,,,7,Prospecção
PA-0916,TI,R$ 37100.00,R$ 37100.00,R$ 0.00,16.4.2017,,,9,Aguardando NF
PA-0917,Financeiro,R$ 14500.00,R$ 14500.00,R$ 0.00,17.4.2017,,,4,Prospecção
PA-0918,Financeiro,R$ 10800.00,R$ 8600.00,R$ 2200.00,17.4.2017,,,6,Prospecção
PA-0919,TI,R$ 10500.00,R$ 10500.00,R$ 0.00,18.4.2017,,,6,Prospecção
PA-0920,TI,R$ 34400.00,R$ 34400.00,R$ 0.00,18.4.2017,,,3,Prospecção
PA-0921,ti,R$ 26100.00,R$ 26100.00,R$ 0.00,19.4.2017,,,5,Prospecção
PA-0922,Logística,R$ 9700.00,R$ 6800.00,R$ 2900.00,20.4.2017,,,2,Em negociação
PA-0923,Compras,R$ 21500.00,R$ 21500.00,R$ 0.00,21.4.2017,,,7,Prospecção
PA-0924,TI,R$ 34400.00,R$ 34400.00,R$ 0.00,22.4.2017,,,7,Prospecção
PA-0925,Financeiro,R$ 9000.00,R$ 8100.00,R$ 900.00,23.4.2017,,,3,Aguardando NF
PA-0926,TI,R$ 16400.00,R$ 16400.00,R$ 0.00,23.4.2017,,,10,Prospecção
PA-0927,Financeiro,R$ 23700.00,R$ 23700.00,R$ 0.00,23.4.2017,,,10,Aguardando NF
PA-0928,Comercial,R$ 9300.00,R$ 9300.00,R$ 0.00,23.4.2017,,,7,Em negociação
PA-0929,Comercial,R$ 29000.00,R$ 29000.00,R$ 0.00,23.4.2017,30.5.2017,21.7.2017,5,Finalizado
PA-0930,TI,R$ 30500.00,R$ 30500.00,R$ 0.00,24.4.2017,,,3,Em negociação
PA-0931,MARKETING,R$ 14200.00,R$ 14200.00,R$ 0.00,24.4.2017,,,2,Prospecção
PA-0932,Compras,R$ 4400.00,R$ 3500.00,R$ 900.00,25.4.2017,,,6,Prospecção
PA-0933,Financeiro,R$ 14000.00,R$ 14000.00,R$ 0.00,26.4.2017,,,9,Aguardando NF
PA-0934,TI,R$ 4400.00,R$ 4400.00,R$ 0.00,27.4.2017,,,4,Em negociação
PA-0935,Comercial,R$ 14000.00,R$ 14000.00,R$ 0.00,28.4.2017,,,1,Prospecção
PA-0936,Logística,R$ 13200.00,R$ 11900.00,R$ 1300.00,28.4.2017,,,7,Aguardando NF
PA-0937,Comercial,R$ 4100.00,R$ 4100.00,R$ 0.00,28.4.2017,,,8,Em negociação
PA-0938,Financeiro,R$ 8400.00,R$ 8400.00,R$ 0.00,29.4.2017,,,8,Em negociação
PA-0939,Produção,R$ 37100.00,R$ 33400.00,R$ 3700.00,29.4.2017,,,1,Em negociação
PA-0940,TI,R$ 18900.00,R$ 17000.00,R$ 1900.00,30.4.2017,,,10,Aguardando NF
PA-0941,Produção,R$ 22600.00,R$ 18100.00,R$ 4500.00,1.5.2017,8.7.2017,21.12.2017,4,Finalizado
PA-0942,Marketing,R$ 12700.00,R$ 12700.00,R$ 0.00,2.5.2017,,,2,Aguardando NF
PA-0943,TI,R$ 33200.00,R$ 33200.00,R$ 0.00,3.5.2017,,,7,Em negociação
PA-0944,Comercial,R$ 13400.00,R$ 13400.00,R$ 0.00,4.5.2017,,,7,Aguardando NF
PA-0945,Logística,R$ 6400.00,R$ 6400.00,R$ 0.00,5.5.2017,,,3,Prospecção
PA-0946,Compras,R$ 35800.00,R$ 35800.00,R$ 0.00,5.5.2017,,,9,Prospecção
PA-0947,Marketing,R$ 28200.00,R$ 28200.00,R$ 0.00,6.5.2017,,,1,Prospecção
PA-0948,Financeiro,R$ 31100.00,R$ 31100.00,R$ 0.00,7.5.2017,,,6,Em negociação
PA-0949,Marketing,R$ 9300.00,R$ 9300.00,R$ 0.00,8.5.2017,,,3,Prospecção
PA-0950,Produção,R$ 8700.00,R$ 8700.00,R$ 0.00,9.5.2017,,,6,Em negociação
PA-0951,TI,R$ 11600.00,,R$ 0.00,10.5.2017,,,3,EM NEGOCIAÇÃO
PA-0952,Financeiro,R$ 10500.00,R$ 10500.00,R$ 0.00,11.5.2017,16.7.2017,,10,Em andamento
PA-0953,Produção,R$ 15100.00,R$ 12100.00,R$ 3000.00,11.5.2017,,,5,Em negociação
PA-0954,Compras,R$ 28500.00,R$ 28500.00,R$ 0.00,12.5.2017,,,4,Prospecção
PA-0955,Marketing,R$ 6000.00,R$ 5400.00,R$ 600.00,13.5.2017,,,6,Prospecção
PA-0956,Produção,R$ 15900.00,R$ 15900.00,R$ 0.00,14.5.2017,,,5,Aguardando NF
PA-0957,Compras,R$ 35200.00,R$ 35200.00,R$ 0.00,14.5.2017,,,1,Em negociação
PA-0958,Financeiro,R$ 4300.00,R$ 4300.00,R$ 0.00,14.5.2017,,,5,Prospecção
PA-0959,Marketing,R$ 16200.00,R$ 16200.00,R$ 0.00,15.5.2017,,,6,Prospecção
PA-0960,Financeiro,R$ 22700.00,R$ 22700.00,R$ 0.00,15.5.2017,,,9,Prospecção
PA-0961,ti,R$ 6500.00,R$ 6500.00,R$ 0.00,15.5.2017,,,8,Prospecção
PA-0962,Comercial,R$ 35500.00,R$ 32000.00,R$ 3500.00,16.5.2017,,,8,Prospecção
PA-0963,Financeiro,R$ 25400.00,R$ 25400.00,R$ 0.00,17.5.2017,9.7.2017,25.7.2017,8,Finalizado
PA-0964,TI,R$ 22200.00,R$ 15500.00,R$ 6700.00,18.5.2017,,,10,Prospecção
PA-0965,Produção,R$ 16900.00,R$ 11800.00,R$ 5100.00,18.5.2017,,,1,Prospecção
PA-0966,TI,R$ 5100.00,R$ 5100.00,R$ 0.00,18.5.2017,,,8,Prospecção
PA-0967,TI,R$ 16300.00,R$ 16300.00,R$ 0.00,18.5.2017,,,6,Em negociação
PA-0968,TI,R$ 4600.00,R$ 4600.00,R$ 0.00,18.5.2017,,,8,Em negociação
PA-0969,RH,R$ 13700.00,R$ 13700.00,R$ 0.00,19.5.2017,25.7.2017,,10,Em andamento
PA-0970,Marketing,R$ 12200.00,R$ 9800.00,R$ 2400.00,20.5.2017,,,2,Em negociação
PA-0971,TI,R$ 32100.00,R$ 32100.00,R$ 0.00,20.5.2017,,,7,Prospecção
PA-0972,TI,R$ 26000.00,R$ 26000.00,R$ 0.00,20.5.2017,,,10,Prospecção
PA-0973,Compras,R$ 36700.00,R$ 29400.00,R$ 7300.00,20.5.2017,30.6.2017,,4,Em andamento
PA-0974,Marketing,R$ 24300.00,R$ 24300.00,R$ 0.00,20.5.2017,,,5,Prospecção
PA-0975,Comercial,R$ 8800.00,R$ 8800.00,R$ 0.00,21.5.2017,4.7.2017,,1,Em andamento
PA-0976,Marketing,R$ 6000.00,R$ 6000.00,R$ 0.00,21.5.2017,,,8,Aguardando NF
PA-0977,TI,R$ 26900.00,R$ 21500.00,R$ 5400.00,22.5.2017,,,10,Aguardando NF
PA-0978,Comercial,R$ 36200.00,R$ 25300.00,R$ 10900.00,23.5.2017,,,3,Prospecção
PA-0979,Compras,R$ 3900.00,R$ 3500.00,R$ 400.00,24.5.2017,,,4,Prospecção
PA-0980,TI,R$ 37400.00,R$ 37400.00,R$ 0.00,25.5.2017,,,4,Aguardando NF
PA-0981,Marketing,R$ 23700.00,R$ 21300.00,R$ 2400.00,26.5.2017,13.7.2017,,8,Finalizado
PA-0982,Comercial,R$ 22600.00,R$ 20300.00,R$ 2300.00,27.5.2017,,,6,Prospecção
PA-0983,Logística,R$ 22500.00,R$ 22500.00,R$ 0.00,27.5.2017,,,3,Em negociação
PA-0984,TI,R$ 29800.00,R$ 29800.00,R$ 0.00,28.5.2017,,,2,Prospecção
PA-0985,Logística,R$ 35600.00,R$ 35600.00,R$ 0.00,28.5.2017,,,9,Aguardando NF
PA-0986,Logística,R$ 13600.00,R$ 13600.00,R$ 0.00,29.5.2017,,,2,Em negociação
PA-0987,Marketing,R$ 11600.00,R$ 10400.00,R$ 1200.00,30.5.2017,,,5,Aguardando NF
PA-0988,Produção,R$ 4000.00,R$ 4000.00,R$ 0.00,31.5.2017,,,6,Aguardando NF
PA-0989,Marketing,R$ 30200.00,R$ 21100.00,R$ 9100.00,1.6.2017,,,4,Em negociação
PA-0990,Financeiro,R$ 10000.00,R$ 10000.00,R$ 0.00,1.6.2017,16.7.2017,,2,Em andamento
PA-0991,TI,R$ 16000.00,R$ 16000.00,R$ 0.00,1.6.2017,,,5,Prospecção
PA-0992,Comercial,R$ 16900.00,R$ 16900.00,R$ 0.00,1.6.2017,,,2,Prospecção
PA-0993,Logística,R$ 14100.00,R$ 12700.00,R$ 1400.00,1.6.2017,1.8.2017,27.1.2018,7,Finalizado
PA-0994,Financeiro,R$ 4500.00,R$ 3600.00,R$ 900.00,2.6.2017,30.7.2017,,8,Em andamento
PA-0995,Logística,R$ 18800.00,R$ 18800.00,R$ 0.00,3.6.2017,,,9,Prospecção
PA-0996,Compras,R$ 21900.00,R$ 21900.00,R$ 0.00,3.6.2017,,,1,Prospecção
PA-0997,Marketing,R$ 21700.00,R$ 21700.00,R$ 0.00,3.6.2017,14.7.2017,,9,Em andamento
PA-0998,Logística,R$ 24900.00,R$ 19900.00,R$ 5000.00,4.6.2017,28.6.2017,,9,Em andamento
PA-0999,Comercial,R$ 27400.00,R$ 27400.00,R$ 0.00,5.6.2017,,,4,Aguardando NF
PA-1000,Logística,R$ 17400.00,R$ 17400.00,R$ 0.00,5.6.2017,,,8,Em negociação
PA-1001,ti,R$ 17700.00,R$ 17700.00,R$ 0.00,5.6.2017,,,5,PROSPECÇÃO
PA-1002,Marketing,R$ 16100.00,R$ 14500.00,R$ 1600.00,6.6.2017,,,10,Prospecção
PA-1003,Marketing,R$ 37600.00,R$ 37600.00,R$ 0.00,7.6.2017,,,6,Em negociação
PA-1004,Compras,R$ 11000.00,R$ 11000.00,R$ 0.00,7.6.2017,,,6,Em negociação
PA-1005,Compras,R$ 19300.00,R$ 19300.00,R$ 0.00,7.6.2017,,,9,Em negociação
PA-1006,TI,R$ 19200.00,R$ 17300.00,R$ 1900.00,7.6.2017,,,3,Prospecção
PA-1007,RH,R$ 7500.00,R$ 7500.00,R$ 0.00,8.6.2017,,,4,Prospecção
PA-1008,Financeiro,R$ 21300.00,R$ 14900.00,R$ 6400.00,8.6.2017,1.8.2017,,4,Em andamento
PA-1009,Comercial,R$ 11500.00,R$ 8100.00,R$ 3400.00,9.6.2017,,,6,Prospecção
PA-1010,Financeiro,R$ 13100.00,R$ 13100.00,R$ 0.00,9.6.2017,4.7.2017,,8,Em andamento
PA-1011,Marketing,R$ 12900.00,R$ 10300.00,R$ 2600.00,10.6.2017,30.6.2017,,3,Em andamento
PA-1012,Marketing,R$ 34000.00,R$ 34000.00,R$ 0.00,11.6.2017,15.7.2017,9.8.2017,4,Finalizado
PA-1013,Compras,R$ 15600.00,R$ 10900.00,R$ 4700.00,11.6.2017,,,1,Aguardando NF
PA-1014,Compras,R$ 10000.00,R$ 8000.00,R$ 2000.00,11.6.2017,,,2,Em negociação
PA-1015,Financeiro,R$ 27100.00,R$ 21700.00,R$ 5400.00,11.6.2017,,,3,Aguardando NF
PA-1016,Comercial,R$ 9200.00,R$ 7400.00,R$ 1800.00,11.6.2017,26.7.2017,,9,Em andamento
PA-1017,Marketing,R$ 20700.00,R$ 20700.00,R$ 0.00,12.6.2017,,,4,Em negociação
PA-1018,TI,R$ 7100.00,R$ 5000.00,R$ 2100.00,13.6.2017,21.8.2017,,10,Em andamento
PA-1019,Comercial,R$ 32900.00,R$ 23000.00,R$ 9900.00,13.6.2017,25.7.2017,,7,Em andamento
PA-1020,Logística,R$ 22800.00,R$ 20500.00,R$ 2300.00,13.6.2017,,,1,Prospecção
PA-1021,TI,R$ 15700.00,R$ 15700.00,R$ 0.00,14.6.2017,4.7.2017,,1,Em andamento
PA-1022,Financeiro,R$ 36000.00,R$ 36000.00,R$ 0.00,14.6.2017,,,10,Em negociação
PA-1023,Produção,R$ 22300.00,R$ 20100.00,R$ 2200.00,15.6.2017,,,8,Aguardando NF
PA-1024,TI,R$ 10000.00,R$ 10000.00,R$ 0.00,15.6.2017,,,3,Aguardando NF
PA-1025,TI,R$ 6200.00,R$ 6200.00,R$ 0.00,15.6.2017,,,2,Prospecção
PA-1026,Marketing,R$ 34600.00,R$ 34600.00,R$ 0.00,15.6.2017,,,9,Aguardando NF
PA-1027,TI,R$ 16000.00,R$ 16000.00,R$ 0.00,15.6.2017,,,10,Prospecção
PA-1028,Comercial,R$ 17700.00,R$ 14200.00,R$ 3500.00,16.6.2017,17.8.2017,,8,Em andamento
PA-1029,Financeiro,R$ 19700.00,R$ 19700.00,R$ 0.00,16.6.2017,,,8,Em negociação
PA-1030,Financeiro,R$ 16800.00,R$ 16800.00,R$ 0.00,17.6.2017,23.8.2017,19.12.2017,4,Finalizado
PA-1031,TI,R$ 18900.00,R$ 17000.00,R$ 1900.00,17.6.2017,,,9,Prospecção
PA-1032,Produção,R$ 26700.00,R$ 21400.00,R$ 5300.00,17.6.2017,,,9,Em negociação
PA-1033,Marketing,R$ 13100.00,R$ 13100.00,R$ 0.00,18.6.2017,,,4,Prospecção
PA-1034,Financeiro,R$ 14000.00,R$ 14000.00,R$ 0.00,19.6.2017,,,7,Aguardando NF
PA-1035,Compras,R$ 34500.00,R$ 34500.00,R$ 0.00,19.6.2017,,,4,Em negociação
PA-1036,Financeiro,R$ 27000.00,R$ 27000.00,R$ 0.00,20.6.2017,,,7,Prospecção
PA-1037,Compras,R$ 27200.00,R$ 19000.00,R$ 8200.00,20.6.2017,15.8.2017,,9,Em andamento
PA-1038,TI,R$ 18600.00,R$ 18600.00,R$ 0.00,21.6.2017,,,4,Em negociação
PA-1039,Financeiro,R$ 25700.00,R$ 18000.00,R$ 7700.00,21.6.2017,,,7,Em negociação
PA-1040,Logística,R$ 21800.00,R$ 21800.00,R$ 0.00,21.6.2017,,,1,Em negociação
PA-1041,comercial,R$ 34300.00,R$ 34300.00,,21.6.2017,,,9,Aguardando NF
PA-1042,TI,R$ 24500.00,R$ 24500.00,R$ 0.00,22.6.2017,,,6,Prospecção
PA-1043,Marketing,R$ 26500.00,R$ 26500.00,R$ 0.00,23.6.2017,,,5,Em negociação
PA-1044,Financeiro,R$ 11600.00,R$ 10400.00,R$ 1200.00,24.6.2017,27.7.2017,,8,Em andamento
PA-1045,Marketing,R$ 17800.00,R$ 17800.00,R$ 0.00,24.6.2017,,,2,Aguardando NF
PA-1046,Logística,R$ 26700.00,,R$ 8000.00,25.6.2017,,,6,Em negociação
PA-1047,Logística,R$ 10500.00,R$ 10500.00,R$ 0.00,25.6.2017,,,5,Aguardando NF
PA-1048,Marketing,R$ 9300.00,R$ 6500.00,R$ 2800.00,26.6.2017,,,4,Aguardando NF
PA-1049,TI,R$ 17000.00,R$ 17000.00,R$ 0.00,27.6.2017,,,4,Prospecção
PA-1050,Marketing,R$ 3400.00,R$ 2400.00,R$ 1000.00,27.6.2017,,,5,Prospecção
PA-1051,COMPRAS,R$ 31900.00,R$ 22300.00,R$ 9600.00,28.6.2017,,,2,PROSPECÇÃO
PA-1052,Compras,R$ 36200.00,R$ 36200.00,R$ 0.00,29.6.2017,13.8.2017,6.2.2018,6,Finalizado
PA-1053,Marketing,R$ 20800.00,R$ 18700.00,R$ 2100.00,29.6.2017,,,3,Prospecção
PA-1054,Compras,R$ 34700.00,R$ 34700.00,R$ 0.00,30.6.2017,22.7.2017,,8,Em andamento
PA-1055,Financeiro,R$ 7400.00,R$ 5900.00,R$ 1500.00,30.6.2017,,,6,Aguardando NF
PA-1056,RH,R$ 6400.00,R$ 5800.00,R$ 600.00,1.7.2017,7.8.2017,,6,Em andamento
PA-1057,TI,R$ 19100.00,R$ 19100.00,R$ 0.00,2.7.2017,,,2,Aguardando NF
PA-1058,TI,R$ 24100.00,R$ 24100.00,R$ 0.00,3.7.2017,,,4,Prospecção
PA-1059,Marketing,R$ 10800.00,R$ 10800.00,R$ 0.00,3.7.2017,,,2,Prospecção
PA-1060,Comercial,R$ 29300.00,R$ 29300.00,R$ 0.00,3.7.2017,,,5,Em negociação
PA-1061,RH,R$ 23300.00,R$ 23300.00,R$ 0.00,3.7.2017,,,7,Aguardando NF
PA-1062,TI,R$ 25700.00,R$ 25700.00,R$ 0.00,3.7.2017,8.9.2017,17.1.2018,4,Finalizado
PA-1063,TI,R$ 35300.00,R$ 24700.00,R$ 10600.00,3.7.2017,16.8.2017,,8,Em andamento
PA-1064,Compras,R$ 25900.00,R$ 25900.00,R$ 0.00,4.7.2017,28.7.2017,,10,Em andamento
PA-1065,Comercial,R$ 8300.00,R$ 5800.00,R$ 2500.00,4.7.2017,1.8.2017,,1,Em andamento
PA-1066,Logística,R$ 30900.00,R$ 27800.00,R$ 3100.00,5.7.2017,,,6,Prospecção
PA-1067,Compras,R$ 9500.00,R$ 6700.00,R$ 2800.00,6.7.2017,,,9,Prospecção
PA-1068,Financeiro,R$ 29900.00,R$ 29900.00,R$ 0.00,6.7.2017,,,2,Prospecção
PA-1069,TI,R$ 35900.00,R$ 35900.00,R$ 0.00,6.7.2017,,,4,Em negociação
PA-1070,Compras,R$ 22300.00,R$ 22300.00,R$ 0.00,7.7.2017,6.8.2017,,6,Em andamento
PA-1071,Logística,R$ 26600.00,R$ 26600.00,R$ 0.00,7.7.2017,,,5,Prospecção
PA-1072,Compras,R$ 23100.00,R$ 18500.00,R$ 4600.00,8.7.2017,,,5,Aguardando NF
PA-1073,TI,R$ 37300.00,R$ 37300.00,R$ 0.00,9.7.2017,,,7,Em negociação
PA-1074,Comercial,R$ 34300.00,R$ 24000.00,R$ 10300.00,10.7.2017,,,6,Prospecção
PA-1075,Compras,R$ 35200.00,R$ 31700.00,R$ 3500.00,11.7.2017,8.8.2017,,9,Em andamento
PA-1076,Financeiro,R$ 10800.00,R$ 8600.00,R$ 2200.00,11.7.2017,,,5,Aguardando NF
PA-1077,Financeiro,R$ 19100.00,R$ 19100.00,R$ 0.00,11.7.2017,15.9.2017,,9,Em andamento
PA-1078,Financeiro,R$ 29300.00,R$ 29300.00,R$ 0.00,12.7.2017,3.9.2017,,8,Em andamento
PA-1079,RH,R$ 5500.00,R$ 3900.00,R$ 1600.00,12.7.2017,,,2,Prospecção
PA-1080,Produção,R$ 34200.00,R$ 34200.00,R$ 0.00,12.7.2017,,,10,Em negociação
PA-1081,comercial,R$ 33500.00,R$ 33500.00,R$ 0.00,13.7.2017,,,3,Aguardando NF
PA-1082,TI,R$ 37700.00,R$ 30200.00,R$ 7500.00,13.7.2017,,,4,Prospecção
PA-1083,Compras,R$ 14900.00,R$ 13400.00,R$ 1500.00,14.7.2017,6.8.2017,5.12.2017,10,Finalizado
PA-1084,Marketing,R$ 3800.00,R$ 3800.00,R$ 0.00,15.7.2017,,,6,Em negociação
PA-1085,Marketing,R$ 27000.00,R$ 21600.00,R$ 5400.00,16.7.2017,,,4,Prospecção
PA-1086,Comercial,R$ 25900.00,R$ 25900.00,R$ 0.00,16.7.2017,,,4,Aguardando NF
PA-1087,Marketing,R$ 36700.00,R$ 36700.00,R$ 0.00,17.7.2017,,,4,Prospecção
PA-1088,Comercial,R$ 20400.00,R$ 20400.00,R$ 0.00,18.7.2017,16.8.2017,,7,Em andamento
PA-1089,Logística,R$ 35200.00,R$ 24600.00,R$ 10600.00,18.7.2017,,,7,Em negociação
PA-1090,Compras,R$ 34400.00,R$ 24100.00,R$ 10300.00,19.7.2017,,,2,Em negociação
PA-1091,Produção,R$ 29400.00,R$ 29400.00,R$ 0.00,20.7.2017,,,9,Prospecção
PA-1092,Comercial,R$ 23000.00,R$ 18400.00,R$ 4600.00,20.7.2017,,,1,Prospecção
PA-1093,Comercial,R$ 34900.00,R$ 34900.00,R$ 0.00,20.7.2017,27.8.2017,,8,Em andamento
PA-1094,Marketing,R$ 7400.00,R$ 7400.00,R$ 0.00,21.7.2017,,,3,Aguardando NF
PA-1095,Financeiro,R$ 31100.00,R$ 21800.00,R$ 9300.00,21.7.2017,,,6,Em negociação
PA-1096,Financeiro,R$ 20100.00,R$ 20100.00,R$ 0.00,21.7.2017,,,7,Prospecção
PA-1097,TI,R$ 29800.00,R$ 29800.00,R$ 0.00,22.7.2017,,,3,Em negociação
PA-1098,Logística,R$ 24800.00,R$ 24800.00,R$ 0.00,22.7.2017,,,2,Em negociação
PA-1099,Comercial,R$ 36600.00,R$ 29300.00,R$ 7300.00,23.7.2017,,,6,Prospecção
PA-1100,Comercial,R$ 15100.00,R$ 12100.00,R$ 3000.00,23.7.2017,2.9.2017,,10,Em andamento
PA-1101,Financeiro,R$ 28800.00,R$ 28800.00,R$ 0.00,24.7.2017,,,10,AGUARDANDO NF
PA-1102,Financeiro,R$ 7800.00,R$ 6200.00,R$ 1600.00,25.7.2017,20.8.2017,,5,Em andamento
PA-1103,Produção,R$ 9400.00,R$ 9400.00,R$ 0.00,25.7.2017,,,9,Prospecção
PA-1104,Logística,R$ 6700.00,R$ 6700.00,R$ 0.00,26.7.2017,,,6,Em negociação
PA-1105,Comercial,R$ 9300.00,R$ 8400.00,R$ 900.00,27.7.2017,,,3,Prospecção
PA-1106,Comercial,R$ 15000.00,R$ 15000.00,R$ 0.00,27.7.2017,,,7,Prospecção
PA-1107,TI,R$ 25900.00,R$ 18100.00,R$ 7800.00,28.7.2017,,,6,Em negociação
PA-1108,Comercial,R$ 29200.00,R$ 23400.00,R$ 5800.00,29.7.2017,,,8,Em negociação
PA-1109,Logística,R$ 20600.00,R$ 20600.00,R$ 0.00,30.7.2017,,,3,Aguardando NF
PA-1110,Comercial,R$ 35600.00,R$ 35600.00,R$ 0.00,31.7.2017,,,1,Aguardando NF
PA-1111,LOGÍSTICA,R$ 6500.00,R$ 6500.00,R$ 0.00,1.8.2017,,,3,Prospecção
PA-1112,Financeiro,R$ 4100.00,R$ 3300.00,R$ 800.00,1.8.2017,,,6,Em negociação
PA-1113,Comercial,R$ 29100.00,R$ 23300.00,R$ 5800.00,1.8.2017,,,5,Prospecção
PA-1114,TI,R$ 14400.00,R$ 14400.00,R$ 0.00,2.8.2017,,,9,Prospecção
PA-1115,Comercial,R$ 27000.00,R$ 27000.00,R$ 0.00,2.8.2017,,,9,Prospecção
PA-1116,TI,R$ 24800.00,R$ 24800.00,R$ 0.00,2.8.2017,,,4,Em negociação
PA-1117,Logística,R$ 27700.00,R$ 27700.00,R$ 0.00,3.8.2017,,,5,Prospecção
PA-1118,Comercial,R$ 33000.00,R$ 33000.00,R$ 0.00,4.8.2017,,,7,Prospecção
PA-1119,Compras,R$ 26200.00,R$ 26200.00,R$ 0.00,5.8.2017,,,8,Aguardando NF
PA-1120,Compras,R$ 32500.00,R$ 32500.00,R$ 0.00,6.8.2017,,,9,Aguardando NF
PA-1121,compras,R$ 3100.00,R$ 2200.00,R$ 900.00,7.8.2017,,,2,Prospecção
PA-1122,Logística,R$ 13800.00,R$ 13800.00,R$ 0.00,8.8.2017,,,9,Aguardando NF
PA-1123,TI,R$ 14900.00,R$ 14900.00,R$ 0.00,8.8.2017,,,6,Em negociação
PA-1124,TI,R$ 28600.00,R$ 28600.00,R$ 0.00,9.8.2017,,,4,Prospecção
PA-1125,Marketing,R$ 21800.00,R$ 17400.00,R$ 4400.00,9.8.2017,28.9.2017,,9,Em andamento
PA-1126,Compras,R$ 7800.00,R$ 7800.00,R$ 0.00,10.8.2017,,,7,Em negociação
PA-1127,TI,R$ 13600.00,R$ 13600.00,R$ 0.00,11.8.2017,,,9,Em negociação
PA-1128,Logística,R$ 14100.00,R$ 12700.00,R$ 1400.00,12.8.2017,,,7,Em negociação
PA-1129,Logística,R$ 18400.00,R$ 18400.00,R$ 0.00,12.8.2017,,,6,Em negociação
PA-1130,Financeiro,R$ 21900.00,R$ 21900.00,R$ 0.00,12.8.2017,12.9.2017,29.9.2017,6,Finalizado
PA-1131,Financeiro,R$ 33900.00,R$ 30500.00,R$ 3400.00,12.8.2017,,,1,Em negociação
PA-1132,Comercial,R$ 25000.00,R$ 17500.00,R$ 7500.00,12.8.2017,,,5,Em negociação
PA-1133,Financeiro,R$ 28200.00,R$ 22600.00,R$ 5600.00,12.8.2017,,,7,Prospecção
PA-1134,Marketing,R$ 32300.00,R$ 32300.00,R$ 0.00,12.8.2017,,,7,Prospecção
PA-1135,Marketing,R$ 26700.00,R$ 26700.00,R$ 0.00,13.8.2017,29.9.2017,,6,Em andamento
PA-1136,Comercial,R$ 16900.00,R$ 16900.00,R$ 0.00,13.8.2017,13.10.2017,,2,Em andamento
PA-1137,Comercial,R$ 20200.00,R$ 20200.00,R$ 0.00,13.8.2017,,,2,Aguardando NF
PA-1138,Marketing,R$ 21700.00,R$ 21700.00,R$ 0.00,13.8.2017,,,10,Em negociação
PA-1139,Logística,R$ 26100.00,R$ 26100.00,R$ 0.00,13.8.2017,,,7,Aguardando NF
PA-1140,Comercial,R$ 23200.00,R$ 20900.00,R$ 2300.00,13.8.2017,,,5,Aguardando NF
PA-1141,FINANCEIRO,R$ 22300.00,,R$ 0.00,13.8.2017,,,6,Prospecção
PA-1142,Produção,R$ 36200.00,R$ 36200.00,R$ 0.00,14.8.2017,,,2,Em negociação
PA-1143,Marketing,R$ 35800.00,R$ 32200.00,R$ 3600.00,14.8.2017,,,8,Prospecção
PA-1144,Financeiro,R$ 35000.00,R$ 31500.00,R$ 3500.00,14.8.2017,9.10.2017,,5,Em andamento
PA-1145,Financeiro,R$ 11200.00,R$ 11200.00,R$ 0.00,15.8.2017,,,6,Aguardando NF
PA-1146,Logística,R$ 36200.00,R$ 36200.00,R$ 0.00,16.8.2017,,,9,Em negociação
PA-1147,Comercial,R$ 8900.00,R$ 8900.00,R$ 0.00,17.8.2017,,,9,Prospecção
PA-1148,Logística,R$ 26900.00,R$ 26900.00,R$ 0.00,18.8.2017,,,10,Em negociação
PA-1149,Comercial,R$ 17800.00,R$ 12500.00,R$ 5300.00,19.8.2017,,,5,Em negociação
PA-1150,Compras,R$ 7500.00,R$ 6000.00,R$ 1500.00,20.8.2017,28.9.2017,,6,Em andamento
PA-1151,Logística,R$ 23100.00,R$ 23100.00,R$ 0.00,20.8.2017,,,3,EM NEGOCIAÇÃO
PA-1152,Marketing,R$ 23800.00,R$ 23800.00,R$ 0.00,21.8.2017,,,4,Em negociação
PA-1153,Logística,R$ 10200.00,R$ 10200.00,R$ 0.00,21.8.2017,,,6,Aguardando NF
PA-1154,Logística,R$ 28900.00,R$ 23100.00,R$ 5800.00,22.8.2017,,,7,Em negociação
PA-1155,TI,R$ 19000.00,R$ 17100.00,R$ 1900.00,22.8.2017,,,7,Em negociação
PA-1156,Marketing,R$ 17900.00,R$ 17900.00,R$ 0.00,22.8.2017,,,6,Prospecção
PA-1157,Financeiro,R$ 30500.00,R$ 30500.00,R$ 0.00,23.8.2017,,,4,Prospecção
PA-1158,TI,R$ 28200.00,R$ 28200.00,R$ 0.00,23.8.2017,,,5,Aguardando NF
PA-1159,Comercial,R$ 35200.00,R$ 35200.00,R$ 0.00,24.8.2017,,,3,Prospecção
PA-1160,Comercial,R$ 20000.00,R$ 20000.00,R$ 0.00,25.8.2017,,,8,Prospecção
PA-1161,comercial,R$ 3700.00,R$ 3700.00,R$ 0.00,25.8.2017,,,2,Prospecção
PA-1162,Marketing,R$ 36100.00,R$ 36100.00,R$ 0.00,25.8.2017,,,10,Prospecção
PA-1163,Financeiro,R$ 32700.00,R$ 32700.00,R$ 0.00,26.8.2017,,,7,Aguardando NF
PA-1164,TI,R$ 24800.00,R$ 17400.00,R$ 7400.00,27.8.2017,24.9.2017,,1,Em andamento
