Numero Ordem,Cod Operador,Produto,Ocorrência,Inicio,Fim,Qtd Produzida,Qtd Rejeitada
1159,3,4GB Portable MP3 Player M450 Yellow,,16.02.2021 16:50:35,16.02.2021 17:10:50,276,0
1160,2,DVD E340 Silver,,19.02.2021 09:39:18,19.02.2021 10:09:53,395,0
1161,1,Home Theater System 5.1 Channel M1540 Black,Preparação de Máquina,17.02.2021 15:46:56,17.02.2021 16:42:03,0,0
1161,5,Home Theater System 5.1 Channel M1540 Black,Controle de Qualidade,17.02.2021 08:45:53,17.02.2021 09:10:57,0,0
1161,1,Home Theater System 5.1 Channel M1540 Black,,20.02.2021 10:04:47,20.02.2021 10:29:58,394,0
1136,5,2GB Spy Video Recorder Pen M300 Purple,,19.02.2021 10:03:12,19.02.2021 10:34:04,367,0
1162,1,LCD20 M200 Black,,18.02.2021 08:39:41,18.02.2021 09:09:51,277,0
1163,7,Hand Games for 12-16 boys E600 Red,Preparação de Máquina,19.02.2021 15:15:59,19.02.2021 16:00:47,0,0
1163,3,Hand Games for 12-16 boys E600 Red,Controle de Qualidade,17.02.2021 07:35:19,17.02.2021 07:55:24,0,0
1163,10,Hand Games for 12-16 boys E600 Red,,17.02.2021 08:00:31,17.02.2021 09:36:13,350,0
1164,6,2GB Pulse Smart pen M100 Silver,Preparação de Máquina,14.02.2021 09:20:52,14.02.2021 09:50:56,0,0
1164,5,2GB Pulse Smart pen M100 Silver,Controle de Qualidade,14.02.2021 09:44:47,14.02.2021 10:04:34,0,0
1164,8,2GB Pulse Smart pen M100 Silver,,20.02.2021 13:41:57,20.02.2021 15:07:13,374,0
1165,8,Age of Empires 2008new M420,,20.02.2021 08:38:32,20.02.2021 08:59:05,262,0
1166,1,LCD20 M220 White,Preparação de Máquina,16.02.2021 09:12:05,16.02.2021 09:56:57,0,0
1167,4,Telephoto Conversion Lens M350 Silver,Preparação de Máquina,15.02.2021 08:13:46,15.02.2021 08:48:53,0,0
1166,5,LCD20 M220 White,Controle de Qualidade,18.02.2021 10:51:35,18.02.2021 11:11:10,0,0
1166,8,LCD20 M220 White,,14.02.2021 08:13:55,14.02.2021 09:14:44,44,0
1167,2,Telephoto Conversion Lens M350 Silver,Controle de Qualidade,14.02.2021 09:23:28,14.02.2021 09:43:33,0,0
1079,2,Home Theater System 2.1 Channel E210 Brown,,12.02.2021 13:35:28,12.02.2021 16:45:52,141,18
1168,8,HOME THEATER SYSTEM 5.1 CHANNEL M1530 WHITE,,19.02.2021 07:00:11,19.02.2021 12:00:31,56,0
1168,6,Home Theater System 5.1 Channel M1530 White,,16.02.2021 10:52:36,16.02.2021 14:52:57,56,0
1042,4,Home Theater System 7.1 Channel M1700 Brown,Manutenção Mecânica,14.02.2021 11:49:12,14.02.2021 12:54:17,0,0
1042,10,Home Theater System 7.1 Channel M1700 Brown,Preparação de Máquina,11.02.2021 15:59:45,11.02.2021 17:04:37,0,0
1042,7,Home Theater System 7.1 Channel M1700 Brown,Controle de Qualidade,14.02.2021 14:36:23,14.02.2021 14:56:02,0,0
1042,5,Home Theater System 7.1 Channel M1700 Brown,,12.02.2021 09:45:30,12.02.2021 12:26:04,63,0
1042,3,Home Theater System 7.1 Channel M1700 Brown,,12.02.2021 07:07:23,12.02.2021 07:23:10,63,0
1143,7,Home Theater System 4.1 Channel M410 Black,Controle de Qualidade,18.02.2021 09:54:08,18.02.2021 10:23:58,0,0
1143,5,Home Theater System 4.1 Channel M410 Black,,15.02.2021 14:05:51,15.02.2021 15:21:45,40,0
1169,1,Hand Games for kids E30 Black,Peça Irregular,14.02.2021 16:10:50,14.02.2021 17:50:27,363,0
1169,8,hand games for kids e30 black,Controle de Qualidade,16.02.2021 11:49:20,16.02.2021 12:09:27,0,0
1170,1,Stereo Bluetooth Headphones New Generation M370 Blue,,15.02.2021 11:51:21,15.02.2021 12:07:14,265,0
1171,9,Racing Madness 2 M370,,16.02.2021 12:22:53,16.02.2021 12:33:27,314,0
1171,8,Racing Madness 2 M370,,17.02.2021 17:27:36,17.02.2021 17:37:54,314,0
1172,6,Zoo Tycoon 2: Extinct Animals M210,Outros,14.02.2021 10:48:25,14.02.2021 11:48:43,69,0
1172,10,Zoo Tycoon 2: Extinct Animals M210,Preparação de Máquina,20.02.2021 08:14:29,20.02.2021 08:44:19,0,0
1172,7,Zoo Tycoon 2: Extinct Animals M210,Controle de Qualidade,14.02.2021 12:22:10,14.02.2021 12:41:54,0,0
1173,7,DVD M330 Silver,,14.02.2021 13:55:55,14.02.2021 14:25:36,207,0
1174,9,Zoo Tycoon 2: Extinct Animals M210,Erro no Projeto,15.02.2021 11:00:40,15.02.2021 12:32:48,7,0
1150,9,Home Theater System 5.1 Channel M511 Black,,14.02.2021 15:05:11,14.02.2021 18:20:49,50,0
1150,9,Home Theater System 5.1 Channel M511 Black,,20.02.2021 12:48:31,20.02.2021 13:18:52,50,0
1175,9,Stereo Bluetooth Headphones New Generation M370 Black,Preparação de Máquina,18.02.2021 07:16:36,18.02.2021 07:51:33,0,0
1175,9,Stereo Bluetooth Headphones New Generation M370 Black,Controle de Qualidade,19.02.2021 16:37:11,19.02.2021 16:56:51,0,0
1175,6,Stereo Bluetooth Headphones New Generation M370 Black,,16.02.2021 08:06:25,16.02.2021 10:21:39,361,0
1175,7,Stereo Bluetooth Headphones New Generation M370 Black,,14.02.2021 09:45:47,14.02.2021 10:46:22,361,0
1176,7,DVD M310 Silver,Preparação de Máquina,15.02.2021 13:00:46,15.02.2021 13:30:24,0,0
1176,7,DVD M310 Silver,Controle de Qualidade,18.02.2021 09:16:42,18.02.2021 09:36:51,0,0
1177,3,Age of Empires III: The War Chiefs M240,,17.02.2021 15:50:58,17.02.2021 16:41:15,207,0
1176,1,DVD M310 Silver,,16.02.2021 13:37:20,16.02.2021 14:48:10,98,0
1178,2,Combat Flight Simulator 2 M400,Preparação de Máquina,15.02.2021 08:12:20,15.02.2021 08:56:57,0,0
1178,4,COMBAT FLIGHT SIMULATOR 2 M400,Controle de Qualidade,19.02.2021 09:34:59,19.02.2021 09:52:57,0,0
1162,5,LCD20 M200 Black,Preparação de Máquina,20.02.2021 07:37:37,20.02.2021 07:57:46,0,0
1127,6,Laptop8.9 E089 Black,,13.02.2021 09:01:17,13.02.2021 10:32:08,232,0
1162,8,LCD20 M200 Black,Controle de Qualidade,15.02.2021 12:20:52,15.02.2021 12:46:10,0,0
1128,9,Age of Empires II: The Age of Kings E126,,14.02.2021 14:31:55,14.02.2021 15:27:18,273,0
839,8,Gears of War M170,,01.02.2021 16:01:46,01.02.2021 21:02:35,257,0
839,4,Gears of War M170,,02.02.2021 07:50:00,02.02.2021 11:50:42,257,0
1160,5,DVD E340 Silver,Preparação de Máquina,15.02.2021 08:11:19,15.02.2021 08:31:30,0,0
1160,9,DVD E340 Silver,Controle de Qualidade,15.02.2021 16:16:53,15.02.2021 16:37:03,0,0
1160,5,DVD E340 Silver,,14.02.2021 15:05:28,14.02.2021 17:56:11,395,0
1160,,DVD E340 Silver,,20.02.2021 08:03:50,21.02.2021 05:18:52,395,0
1179,4,Home Theater System 5.1 Channel M510 Black,Preparação de Máquina,16.02.2021 07:15:27,16.02.2021 07:35:43,0,0
1179,5,Home Theater System 5.1 Channel M510 Black,Controle de Qualidade,14.02.2021 10:25:06,14.02.2021 10:45:00,0,0
1179,1,Home Theater System 5.1 Channel M510 Black,,20.02.2021 17:49:03,20.02.2021 18:19:51,250,31
1180,8,32GB Video MP3 Player M3200 Red,Preparação de Máquina,16.02.2021 10:56:55,16.02.2021 11:56:32,0,0
1180,5,32GB Video MP3 Player M3200 Red,Controle de Qualidade,14.02.2021 13:21:47,14.02.2021 13:41:58,0,
1180,6,32GB Video MP3 Player M3200 Red,,15.02.2021 08:57:33,15.02.2021 11:27:43,133,0
1161,4,Home Theater System 5.1 Channel M1540 Black,,20.02.2021 14:44:44,20.02.2021 18:45:00,394,0
1181,8,1GB Pulse Smart pen E50 White,Preparação de Máquina,15.02.2021 12:20:18,15.02.2021 12:44:55,0,0
1181,7,1GB Pulse Smart pen E50 White,Controle de Qualidade,20.02.2021 15:23:54,20.02.2021 15:39:40,0,0
1181,7,1gb pulse smart pen e50 white,,16.02.2021 16:43:58,16.02.2021 17:18:33,212,0
1181,10,1GB Pulse Smart pen E50 White,Manutenção Mecânica,18.02.2021 16:18:28,18.02.2021 17:38:24,0,0
1181,1,1GB Pulse Smart pen E50 White,Manutenção Mecânica,18.02.2021 13:16:53,18.02.2021 14:01:52,0,0
1181,10,1GB Pulse Smart pen E50 White,,15.02.2021 16:15:53,15.02.2021 18:11:25,212,0
1182,7,Home Theater System 2.1 Channel E212 Brown,Preparação de Máquina,17.02.2021 12:20:26,17.02.2021 13:35:30,0,0
1182,10,Home Theater System 2.1 Channel E212 Brown,Controle de Qualidade,15.02.2021 08:30:37,15.02.2021 08:50:49,0,0
1182,7,Home Theater System 2.1 Channel E212 Brown,Falha Operador,15.02.2021 15:14:15,15.02.2021 16:43:49,0,0
1182,9,Home Theater System 2.1 Channel E212 Brown,,14.02.2021 07:31:26,14.02.2021 08:32:04,368,0
1182,6,Home Theater System 2.1 Channel E212 Brown,,16.02.2021 07:06:57,16.02.2021 07:47:40,368,0
1183,9,Gears of War M170,Preparação de Máquina,14.02.2021 09:22:01,14.02.2021 09:42:19,0,0
1183,9,GEARS OF WAR M170,Controle de Qualidade,14.02.2021 11:53:48,14.02.2021 12:10:27,,0
1183,5,Gears of War M170,Preparação de Máquina,14.02.2021 10:47:25,14.02.2021 11:05:06,0,0
1183,6,Gears of War M170,,19.02.2021 07:32:18,19.02.2021 07:50:51,246,31
1183,1,Gears of War M170,Controle de Qualidade,19.02.2021 10:52:27,19.02.2021 11:09:07,0,0
1183,3,Gears of War M170,,15.02.2021 16:51:10,15.02.2021 17:01:55,246,0
1184,3,MechWarrior 4: Knight E121,Outros,16.02.2021 16:09:33,16.02.2021 17:04:42,393,0
1185,3,8xDVD E130 Black,,20.02.2021 15:39:10,20.02.2021 15:49:43,264,0
1167,1,Telephoto Conversion Lens M350 Silver,,17.02.2021 16:09:24,17.02.2021 16:50:13,33,0
1186,8,Home Theater System 2.1 Channel E1220 Black,Preparação de Máquina,15.02.2021 13:24:14,15.02.2021 14:24:33,0,0
1186,2,Home Theater System 2.1 Channel E1220 Black,Falha Operador,21.02.2021 11:32:12,21.02.2021 12:37:27,0,0
1186,6,Home Theater System 2.1 Channel E1220 Black,Controle de Qualidade,17.02.2021 16:31:17,17.02.2021 16:51:19,0,0
1186,4,Home Theater System 2.1 Channel E1220 Black,,15.02.2021 15:57:18,15.02.2021 18:18:06,154,0
1187,2,Age of Empires III: The Asian Dynasties 2009 E127,Preparação de Máquina,15.02.2021 16:15:53,15.02.2021 16:40:58,0,0
1187,7,Age of Empires III: The Asian Dynasties 2009 E127,Controle de Qualidade,17.02.2021 11:37:06,17.02.2021 11:56:47,0,0
1187,2,Age of Empires III: The Asian Dynasties 2009 E127,,16.02.2021 15:25:29,16.02.2021 15:35:40,324,0
1051,6,Zoo Tycoon Dinosaur Digs X200,,13.02.2021 07:37:03,13.02.2021 10:27:39,106,0
1188,3,Home Theater System 5.1 Channel M510 Black,Preparação de Máquina,21.02.2021 12:57:53,21.02.2021 13:27:29,0,0
1188,8,Home Theater System 5.1 Channel M510 Black,Controle de Qualidade,21.02.2021 09:03:18,21.02.2021 09:23:21,0,0
1188,7,Home Theater System 5.1 Channel M510 Black,,17.02.2021 13:10:50,17.02.2021 13:56:06,373,0
1189,1,Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135,Preparação de Máquina,18.02.2021 09:48:31,18.02.2021 10:28:14,0,0
1189,9,Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135,Controle de Qualidade,15.02.2021 07:05:22,15.02.2021 07:25:17,0,0
1189,2,Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135,,16.02.2021 09:44:03,16.02.2021 10:54:32,303,0
1190,6,Home Theater System 2.1 Channel M1210 Black,Preparação de Máquina,17.02.2021 16:35:45,17.02.2021 17:10:50,0,0
1190,3,Home Theater System 2.1 Channel M1210 Black,Controle de Qualidade,16.02.2021 09:54:25,16.02.2021 10:14:29,0,0
1190,3,Home Theater System 2.1 Channel M1210 Black,,17.02.2021 16:51:53,17.02.2021 17:12:48,221,0
1191,4,Zoo Tycoon 2: Extinct Animals 2008 E129,,18.02.2021 07:30:43,18.02.2021 07:46:09,157,0
1192,1,Kings & Myths: The Age Collection2009 E147,Preparação de Máquina,20.02.2021 16:24:40,20.02.2021 16:54:28,0,0
1192,7,Kings & Myths: The Age Collection2009 E147,Controle de Qualidade,17.02.2021 07:06:23,17.02.2021 07:35:58,0,0
1192,9,Kings & Myths: The Age Collection2009 E147,,20.02.2021 12:41:11,21.02.2021 06:51:27,213,0
1126,7,Water Heater 2.6GPM E0900 Green,,15.02.2021 09:13:49,15.02.2021 09:44:09,89,0
1193,5,laptop16 m610 black,Controle de Qualidade,17.02.2021 16:51:18,17.02.2021 17:08:15,0,0
1193,2,Laptop16 M610 Black,Preparação de Máquina,19.02.2021 15:14:49,19.02.2021 15:31:52,0,0
1193,2,Laptop16 M610 Black,,18.02.2021 13:22:22,18.02.2021 13:28:35,332,0
1194,9,Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,Controle de Qualidade,19.02.2021 14:40:07,19.02.2021 15:04:58,0,0
1194,2,Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,Preparação de Máquina,16.02.2021 13:39:38,16.02.2021 13:59:25,0,0
1194,4,Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,,16.02.2021 14:49:55,16.02.2021 15:28:20,144,0
1195,3,Train Simulator 2009 E174,Preparação de Máquina,15.02.2021 11:37:32,15.02.2021 11:56:26,0,0
1195,6,Train Simulator 2009 E174,Controle de Qualidade,15.02.2021 13:51:01,15.02.2021 14:07:06,0,0
1195,5,Train Simulator 2009 E174,,17.02.2021 07:09:59,17.02.2021 07:25:37,362,0
1196,7,Gears of War 2008 M450,Falha Operador,21.02.2021 12:00:17,21.02.2021 13:30:05,391,0
1196,9,Gears of War 2008 M450,Preparação de Máquina,17.02.2021 11:07:35,17.02.2021 12:02:27,0,0
1196,10,Gears of War 2008 M450,Controle de Qualidade,18.02.2021 17:15:04,18.02.2021 17:34:43,0,0
1197,6,DVD M320 Silver,Preparação de Máquina,16.02.2021 14:17:31,16.02.2021 14:47:42,0,0
1197,1,DVD M320 Silver,Controle de Qualidade,19.02.2021 10:18:11,19.02.2021 10:37:54,0,0
1197,1,DVD M320 Silver,,20.02.2021 16:48:51,20.02.2021 17:39:04,292,0
1198,10,Home Theater System 4.1 Channel M413 Silver,,15.02.2021 11:30:46,15.02.2021 11:43:35,336,0
1199,9,Combat Flight Simulator 2009 E177,Preparação de Máquina,21.02.2021 13:23:48,21.02.2021 13:53:26,0,0
1199,8,Combat Flight Simulator 2009 E177,Controle de Qualidade,16.02.2021 17:39:15,16.02.2021 17:59:27,0,0
1199,5,Combat Flight Simulator 2009 E177,,21.02.2021 17:43:35,21.02.2021 19:43:47,393,0
1129,7,LCD24W X300 Black,Falha Operador,14.02.2021 11:39:59,14.02.2021 12:59:40,0,0
1129,,LCD24W X300 Black,,17.02.2021 11:59:34,17.02.2021 14:45:11,355,0
1129,5,LCD24W X300 Black,,14.02.2021 10:41:05,14.02.2021 11:06:37,355,0
1175,9,Stereo Bluetooth Headphones New Generation M370 Black,,15.02.2021 10:08:49,15.02.2021 14:09:00,361,0
1175,2,Stereo Bluetooth Headphones New Generation M370 Black,,16.02.2021 07:59:05,16.02.2021 08:24:41,361,0
1160,6,DVD E340 Silver,,15.02.2021 11:36:31,15.02.2021 12:27:24,395,0
1200,4,MechWarrior 4 Mach Packs X100,Preparação de Máquina,21.02.2021 13:04:04,21.02.2021 13:53:57,0,0
1161,9,Home Theater System 5.1 Channel M1540 Black,,15.02.2021 09:40:53,15.02.2021 14:41:39,394,0
1200,5,MechWarrior 4 Mach Packs X100,Controle de Qualidade,15.02.2021 11:37:23,15.02.2021 11:57:20,0,0
1200,9,MechWarrior 4 Mach Packs X100,,15.02.2021 11:17:13,15.02.2021 12:28:06,174,0
1201,9,Train Simulator 2009 E174,Preparação de Máquina,18.02.2021 14:20:41,18.02.2021 15:10:49,0,0
1201,2,TRAIN SIMULATOR 2009 E174,Controle de Qualidade,18.02.2021 11:35:05,18.02.2021 11:55:09,0,0
1201,2,Train Simulator 2009 E174,,19.02.2021 12:42:11,19.02.2021 13:17:53,309,0
1126,3,Water Heater 2.6GPM E0900 Green,,16.02.2021 15:34:07,16.02.2021 16:04:27,89,0
1128,10,Age of Empires II: The Age of Kings E126,Preparação de Máquina,17.02.2021 15:33:15,17.02.2021 16:08:15,0,0
1128,8,Age of Empires II: The Age of Kings E126,Controle de Qualidade,14.02.2021 10:27:07,14.02.2021 10:47:14,0,0
1128,2,Age of Empires II: The Age of Kings E126,,19.02.2021 14:59:51,19.02.2021 16:20:46,273,0
1178,6,Combat Flight Simulator 2 M400,Preparação de Máquina,17.02.2021 10:08:32,17.02.2021 10:48:33,0,0
1178,8,Combat Flight Simulator 2 M400,Controle de Qualidade,20.02.2021 10:23:05,20.02.2021 10:39:51,0,0
1178,8,Combat Flight Simulator 2 M400,,19.02.2021 07:36:11,19.02.2021 08:29:40,139,0
839,7,Gears of War M170,Falha Operador,03.02.2021 15:48:14,03.02.2021 20:03:30,257,0
839,2,gears of war m170,,01.02.2021 13:05:48,01.02.2021 18:06:16,257,0
1202,6,Home Theater System 5.1 Channel M510 Silver,Preparação de Máquina,19.02.2021 11:07:52,19.02.2021 12:33:10,0,0
1202,4,Home Theater System 5.1 Channel M510 Silver,Controle de Qualidade,19.02.2021 09:49:40,19.02.2021 10:09:38,0,0
1202,2,Home Theater System 5.1 Channel M510 Silver,,17.02.2021 11:22:24,17.02.2021 15:23:17,369,0
1202,5,Home Theater System 5.1 Channel M510 Silver,,16.02.2021 14:29:36,16.02.2021 15:25:29,369,0
1160,4,DVD E340 Silver,,15.02.2021 08:01:40,15.02.2021 10:31:59,395,0
1203,1,Gears of War 2008 M450,Preparação de Máquina,18.02.2021 11:56:49,18.02.2021 12:27:07,0,0
1203,2,Gears of War 2008 M450,Controle de Qualidade,17.02.2021 07:38:21,17.02.2021 07:58:19,0,0
1203,9,Gears of War 2008 M450,,19.02.2021 12:53:08,19.02.2021 12:58:18,196,0
1178,1,Combat Flight Simulator 2 M400,,14.02.2021 14:34:30,14.02.2021 15:34:45,139,0
1204,7,Home Theater System 5.1 Channel M1500 Silver,,16.02.2021 12:23:19,16.02.2021 12:40:56,374,
1205,5,Home Theater System 5.1 Channel M1510 White,Preparação de Máquina,20.02.2021 15:12:23,20.02.2021 15:34:25,0,0
1205,5,Home Theater System 5.1 Channel M1510 White,Controle de Qualidade,15.02.2021 14:48:28,15.02.2021 15:06:04,0,0
1205,9,Home Theater System 5.1 Channel M1510 White,,17.02.2021 11:00:57,17.02.2021 11:56:35,105,0
1159,1,4GB Portable MP3 Player M450 Yellow,Peça Irregular,18.02.2021 09:44:12,18.02.2021 13:08:49,276,0
1206,10,Hand Games for Office worker L28 Red,Preparação de Máquina,16.02.2021 10:36:28,16.02.2021 11:06:11,0,0
1206,6,Hand Games for Office worker L28 Red,Controle de Qualidade,20.02.2021 11:55:32,20.02.2021 12:15:10,0,0
1206,9,Hand Games for Office worker L28 Red,,15.02.2021 13:46:59,15.02.2021 13:52:30,40,0
1201,2,Train Simulator 2009 E174,,20.02.2021 17:39:41,20.02.2021 18:20:17,309,0
1184,6,MechWarrior 4: Knight E121,Preparação de Máquina,14.02.2021 08:31:29,14.02.2021 09:21:26,0,0
1184,5,MECHWARRIOR 4: KNIGHT E121,Controle de Qualidade,16.02.2021 10:36:20,16.02.2021 10:53:56,0,0
1207,8,22xDVD X680 Silver,,16.02.2021 09:30:14,16.02.2021 10:30:53,5,0
1207,7,22xDVD X680 Silver,,19.02.2021 14:19:23,19.02.2021 15:19:50,5,0
1208,7,Hand Games women M40 Yellow,,16.02.2021 08:35:39,16.02.2021 09:31:18,58,0
1209,5,Freelancer 2009 E153,Manutenção Mecânica,15.02.2021 13:40:22,15.02.2021 14:15:11,0,0
1210,6,Hand Games for students E40 Red,Preparação de Máquina,18.02.2021 17:02:58,18.02.2021 17:33:02,0,0
1210,6,Hand Games for students E40 Red,Controle de Qualidade,16.02.2021 12:55:00,16.02.2021 13:15:08,0,0
1209,6,Freelancer 2009 E153,Manutenção Mecânica,15.02.2021 09:50:24,15.02.2021 10:30:12,0,0
1209,7,Freelancer 2009 E153,Preparação de Máquina,17.02.2021 15:13:40,17.02.2021 15:53:34,0,0
1209,1,Freelancer 2009 E153,Controle de Qualidade,15.02.2021 12:37:00,15.02.2021 12:57:11,0,0
1209,5,Freelancer 2009 E153,,15.02.2021 15:55:26,15.02.2021 16:05:48,324,0
1211,3,Water Heater 1.5GPM E0800 Red,Preparação de Máquina,17.02.2021 14:00:05,17.02.2021 14:30:09,0,0
1211,2,Water Heater 1.5GPM E0800 Red,Controle de Qualidade,15.02.2021 09:52:59,15.02.2021 10:11:13,0,0
1211,6,Water Heater 1.5GPM E0800 Red,,18.02.2021 17:33:47,18.02.2021 20:46:21,206,26
1212,5,180 CFM Vertical Discharge Fan X450 Blue,Preparação de Máquina,16.02.2021 15:22:45,16.02.2021 16:22:52,0,0
1212,6,180 CFM Vertical Discharge Fan X450 Blue,Controle de Qualidade,17.02.2021 07:23:39,17.02.2021 07:58:38,0,0
1212,3,180 CFM Vertical Discharge Fan X450 Blue,Controle de Qualidade,16.02.2021 07:24:23,16.02.2021 07:49:13,0,0
1212,7,180 CFM Vertical Discharge Fan X450 Blue,,16.02.2021 11:59:25,16.02.2021 13:39:38,143,0
1213,8,Wireless Transmitter and Bluetooth Headphones X250 Silver,Preparação de Máquina,20.02.2021 14:11:28,20.02.2021 15:11:39,0,0
1213,3,Wireless Transmitter and Bluetooth Headphones X250 Silver,Controle de Qualidade,16.02.2021 07:44:32,16.02.2021 08:04:12,0,0
1213,1,wireless transmitter and bluetooth headphones x250 silver,,20.02.2021 16:39:30,20.02.2021 19:05:02,239,0
1214,6,DVD M320 Silver,Falha Operador,16.02.2021 07:08:58,16.02.2021 08:43:38,0,0
1214,10,DVD M320 Silver,,21.02.2021 12:31:14,21.02.2021 14:02:05,154,0
1214,5,DVD M320 Silver,,15.02.2021 08:54:40,15.02.2021 10:05:15,154,0
1161,8,Home Theater System 5.1 Channel M1540 Black,,16.02.2021 13:19:03,16.02.2021 17:19:37,394,0
1215,6,Wireless Transmitter and Bluetooth Headphones M150 Blue,,20.02.2021 09:48:05,20.02.2021 09:58:56,62,0
1216,6,2GB Pulse Smart pen M100 Silver,Preparação de Máquina,15.02.2021 10:33:53,15.02.2021 11:09:08,0,0
1216,10,2GB Pulse Smart pen M100 Silver,Controle de Qualidade,21.02.2021 17:15:21,21.02.2021 17:32:06,0,0
1216,1,2GB Pulse Smart pen M100 Silver,,16.02.2021 09:52:42,16.02.2021 10:26:15,395,0
1217,8,Racing Madness 2009 E169,,16.02.2021 17:20:41,16.02.2021 17:36:00,400,0
1218,,WIRELESS BLUETOOTH STEREO HEADPHONES M270 WHITE,Preparação de Máquina,21.02.2021 16:09:50,21.02.2021 16:44:49,0,0
1218,1,Wireless Bluetooth Stereo Headphones M270 White,Controle de Qualidade,19.02.2021 14:57:33,19.02.2021 15:17:32,0,0
1218,4,Wireless Bluetooth Stereo Headphones M270 White,,17.02.2021 10:53:54,17.02.2021 11:49:36,66,0
1212,10,180 CFM Vertical Discharge Fan X450 Blue,,21.02.2021 10:42:48,21.02.2021 12:23:27,143,0
1219,6,Wireless Transmitter and Bluetooth Headphones M150 Red,Falha Operador,15.02.2021 13:46:42,15.02.2021 15:31:21,229,0
1220,10,8GB Super-Slim MP3/Video Player M800 Red,Preparação de Máquina,19.02.2021 08:13:03,19.02.2021 08:32:53,0,0
1220,10,8GB Super-Slim MP3/Video Player M800 Red,Controle de Qualidade,15.02.2021 13:54:11,15.02.2021 14:10:58,0,0
1220,1,8GB Super-Slim MP3/Video Player M800 Red,,15.02.2021 16:11:51,15.02.2021 16:25:11,47,0
1221,4,Bicycle Card Games X600,Preparação de Máquina,18.02.2021 12:12:05,18.02.2021 12:37:21,0,0
1221,8,Bicycle Card Games X600,Controle de Qualidade,16.02.2021 15:40:53,16.02.2021 16:01:01,0,0
1221,6,Bicycle Card Games X600,,17.02.2021 09:31:58,17.02.2021 09:57:36,,0
1222,9,Home Theater System 2.1 Channel M1230 Brown,Preparação de Máquina,17.02.2021 11:44:44,17.02.2021 12:04:53,0,0
1222,3,Home Theater System 2.1 Channel M1230 Brown,Controle de Qualidade,17.02.2021 12:01:26,17.02.2021 12:17:10,0,0
1182,9,Home Theater System 2.1 Channel E212 Brown,Outros,14.02.2021 10:50:44,14.02.2021 11:56:03,368,0
1188,1,Home Theater System 5.1 Channel M510 Black,,15.02.2021 07:01:03,15.02.2021 08:06:29,373,0
1190,9,Home Theater System 2.1 Channel M1210 Black,,21.02.2021 13:19:20,21.02.2021 14:15:14,221,0
1223,2,Age of Empires III: The Asian Dynasties 2008 E126,Preparação de Máquina,15.02.2021 15:55:17,15.02.2021 16:15:07,0,0
1223,8,Age of Empires III: The Asian Dynasties 2008 E126,,21.02.2021 10:09:15,21.02.2021 10:11:58,0,0
1223,5,Age of Empires III: The Asian Dynasties 2008 E126,,15.02.2021 07:14:18,15.02.2021 07:22:44,302,0
1224,3,Hand Games for 12-16 boys E60 Black,,15.02.2021 10:55:29,15.02.2021 11:20:41,48,0
